Vmag,Plx,e_Plx,B-V,Amag,Temperature,Amag^2,log_Vmag,Vmag-Amag
9.65,-0.8,1.98,0.31,14.165449,7398.8967764907065,200.65994537160103,2.2669579153508947,-4.515449
6.36,6.13,0.77,1.384,15.297302,3976.758858217169,234.00744847920402,1.8500283773520307,-8.937301999999999
5.87,1.57,1.67,1.073,11.849499,4574.036167385531,140.410626551001,1.7698546338400052,-5.979499
7.88,4.1,0.77,1.21,15.943919,4289.198896803435,254.20855307856098,2.064327903869788,-8.063918999999999
8.13,-0.13,1.01,1.64,8.699717,3594.399505081432,75.68507588008899,2.0955609235597192,-0.5697169999999989
8.86,8.75,1.45,0.671,18.57004,5702.764173000684,344.84638560159993,2.1815467646169897,-9.71004
7.2,4.27,0.85,1.062,15.352139,4598.644359650447,235.688171875321,1.9740810260220096,-8.152138999999998
4.8,9.07,0.74,1.506,14.588037,3784.504080361526,212.810823513369,1.5686159179138452,-9.788037
8.93,2.54,0.84,1.043,15.954168,4641.812807489934,254.53547657222398,2.189416394888408,-7.0241679999999995
5.0,12.07,0.92,1.348,15.408536,4037.4462617790086,237.42298166329599,1.6094379124341003,-10.408536
8.95,1.64,1.23,1.603,15.0242195,3644.8840455370637,225.7271715841802,2.191653532286764,-6.0742195
7.81,5.16,0.91,0.176,16.37325,8353.522793794038,268.08331556249993,2.0554049638515948,-8.56325
7.55,0.79,1.1,1.387,12.038136,3971.7873033025576,144.916718354496,2.0215475632609334,-4.488136
9.31,2.54,1.19,-0.01,16.33417,10251.712375722911,266.8051095889,2.231089091288976,-7.02417
4.94,6.64,0.45,-0.051,14.05084,10809.486984241597,197.4261047056,1.5973653311998313,-9.11084
7.66,4.52,0.93,1.19,15.935692,4328.442414749455,253.94627951886397,2.0360119837525,-8.275692
8.95,2.14,1.2,0.189,15.602069,8249.126265479448,243.42455708076102,2.191653532286764,-6.652069000000001
8.68,3.14,1.9,-0.05,16.164648,10795.073920682204,261.295844963904,2.1610215286722587,-7.484648
7.88,1.28,0.8,1.401,13.41605,3948.7569763239712,179.9903976025,2.064327903869788,-5.53605
9.51,3.45,1.1,1.07,17.199097,4580.719962436781,295.8089376154089,2.252343876557299,-7.6890969999999985
7.52,0.85,0.95,0.003,12.167095,10087.96951375046,148.038200739025,2.017566137961748,-4.647095
4.99,2.03,0.93,1.619,11.52748,3622.8735622149275,132.88279515040003,1.6074359097634274,-6.53748
6.55,4.48,1.01,1.577,14.80639,3681.248962818582,219.2291848321,1.8794650496471605,-8.25639
9.3,2.81,0.91,1.135,16.543533,4440.353517535812,273.688484122089,2.2300144001592104,-7.243532999999999
8.13,5.83,0.72,0.518,16.958344,6308.3635852182715,287.585431222336,2.0955609235597192,-8.828344
7.25,4.86,1.03,0.38,15.683181,6988.564781536702,245.96216627876098,1.9810014688665833,-8.433181
8.47,4.0,0.87,1.322,16.4803,4082.492760904539,271.60028809,2.136530508663963,-8.010299999999999
7.92,-0.01,0.75,1.651,2.92,3579.66880644643,8.526399999999999,2.0693912058263346,5.0
7.98,0.63,1.17,1.747,11.976703,3456.224340498479,143.44141475020902,2.0769384114617173,-3.996703
6.16,10.56,0.7,-0.004,16.27832,10175.407743557467,264.98370202240005,1.8180767775454285,-10.11832
9.19,0.05,1.0,0.918,7.6848493,4948.653237147684,59.05690876371049,2.2181159363675955,1.5051506999999997
8.3,6.31,1.0,0.428,17.300148,6734.567563530769,299.295120821904,2.1162555148025524,-9.000148
8.46,1.2,1.03,1.622,13.8559065,3618.7772391567332,191.98614493674225,2.135349173618132,-5.395906499999999
8.22,3.08,0.94,1.101,15.662754,4512.6294056515735,245.321862864516,2.1065702090680887,-7.442753999999999
5.93,7.86,0.5,0.656,15.407112,5756.588112693915,237.379100180544,1.780024213009634,-9.477112
7.22,9.87,0.6,0.351,17.191586,7152.403288207273,295.550629195396,1.9768549529047348,-9.971586000000002
9.07,0.95,0.72,0.125,13.958618,8792.938663068533,194.84301646992398,2.2049722641270453,-4.888617999999999
8.67,1.53,1.09,0.4,14.593457,6880.2418186516725,212.96898721084904,2.1598687907924505,-5.923457000000001
8.48,1.48,0.72,0.277,14.331308,7611.238099386896,205.386388990864,2.1377104498038118,-5.8513079999999995
8.46,6.36,1.13,1.013,17.477285,4711.740843614084,305.45549097122495,2.135349173618132,-9.017284999999998
7.73,6.03,0.72,0.33,16.631586,7276.378482352381,276.60965287539597,2.0451088625993306,-8.901585999999998
6.89,15.08,1.1,0.471,17.782007,6523.407364544044,316.19977294804903,1.9300710850255671,-10.892007
8.38,-0.03,1.06,1.645,5.7656064,3587.6881897169974,33.242217159720965,2.125847914493992,2.6143936000000005
8.28,4.14,1.04,0.138,16.365002,8676.138805445893,267.813290460004,2.1138429683971682,-8.085002000000001
7.73,3.49,1.02,1.219,15.444128,4271.781455206042,238.52108968038397,2.0451088625993306,-7.714127999999999
7.97,1.37,1.12,1.262,13.653603,4190.567585554578,186.42087488160902,2.075684492802124,-5.683603000000001
8.11,2.48,0.69,1.256,15.082258,4201.705303405522,227.47450637856397,2.0930978681273213,-6.972258
8.71,4.3,1.18,1.075,16.877342,4569.591695652083,284.84467298496395,2.1644717908644115,-8.167341999999998
6.33,1.85,0.73,-0.09,12.665859,11407.341296991812,160.42398420788098,1.8453002361560848,-6.335858999999999
8.29,1.49,0.88,0.997,14.155931,4749.952630336402,200.39038247676103,2.1150499691472033,-5.865931000000002
5.34,1.27,0.82,-0.188,10.859018,13302.270732218063,117.91827192432402,1.6752256529721035,-5.519018000000001
7.6,4.62,0.93,1.156,15.92321,4396.914042075454,253.54861670409997,2.028148247292285,-8.32321
9.33,5.81,1.28,0.531,18.15088,6251.554114480641,329.45444477440003,2.2332350148592526,-8.82088
8.53,3.03,1.05,0.497,15.937213,6402.526225409089,253.994758207369,2.1435893615035875,-7.4072130000000005
8.94,2.42,0.85,0.065,15.8590765,9380.629488607337,251.51030743285227,2.190535589185423,-6.919076500000001
7.66,4.73,0.73,1.01,16.034306,4718.856086025702,257.098968901636,2.0360119837525,-8.374306
8.1,16.62,0.76,0.646,19.203156,5793.079693336562,368.761200360336,2.0918640616783932,-11.103156
7.54,3.77,1.05,0.993,15.421707,4759.60801139827,237.829046793849,2.020222182019865,-7.881707
8.7,1.16,0.79,1.036,14.022289,4657.933048462266,196.624588799521,2.163323025660538,-5.322289000000001
7.47,4.02,0.99,1.536,15.491131,3740.1497723878515,239.975139659161,2.010894999144726,-8.021131
8.57,2.74,1.07,-0.061,15.758753,10956.021843649138,248.338296115009,2.1482677326096886,-7.188753
9.37,7.04,1.52,0.66,18.607864,5742.128942309952,346.25260264249596,2.2375130962503307,-9.237864
8.61,11.16,1.47,0.572,18.84832,6079.385355699007,355.25916682240006,2.152924318439639,-10.238320000000002
8.02,6.15,1.23,0.237,16.964376,7887.2797176256845,287.79005306937603,2.081938421878423,-8.944376000000002
7.61,4.93,0.9,0.213,16.074234,8063.742774981799,258.380998686756,2.0294631718735947,-8.464234000000001
7.73,5.51,0.95,1.544,16.435759,3728.5037052186494,270.134173906081,2.0451088625993306,-8.705759
9.31,11.58,1.4,0.667,19.628544,5717.011623870146,385.27973955993605,2.231089091288976,-10.318544000000001
8.36,-0.38,1.04,-0.208,11.258917,13780.720103343227,126.763212012889,2.1234584270966104,-2.898917000000001
8.89,2.0,1.27,0.473,15.395151,6513.933703222605,237.010674312801,2.1849270495258133,-6.505151
6.64,3.44,0.6,1.53,14.322792,3748.9340370997115,205.142370675264,1.8931119634883424,-7.682792
8.13,0.93,1.0,1.552,12.972415,3716.932700830959,168.28355093222498,2.0955609235597192,-4.842414999999999
9.18,4.61,2.18,0.34,17.498505,7216.76297425465,306.197677235025,2.217027204632399,-8.318505000000002
8.09,5.75,0.85,0.905,16.88834,4983.050757894014,285.2160279556,2.0906287310704004,-8.79834
6.21,18.84,0.81,0.307,17.585403,7417.664660543828,309.246398672409,1.8261608959453874,-11.375402999999999
7.6,1.76,0.76,0.034,13.827564,9720.008041122586,191.20152617409602,2.028148247292285,-6.227564000000001
8.31,10.31,0.96,0.446,18.376293,6644.396553608211,337.688144421849,2.1174596088673567,-10.066293
9.32,6.81,2.85,0.891,18.485735,5020.665377025431,341.7223984902249,2.2321626286975,-9.165734999999998
8.63,1.38,1.11,1.071,14.329395,4578.489747573559,205.331561066025,2.155244505095337,-5.699394999999999
8.69,3.74,1.25,0.216,16.554358,8041.211236405763,274.046768792164,2.162172939277301,-7.864358000000001
8.94,5.02,2.75,0.4,17.44352,6880.2418186516725,304.2763899904,2.190535589185423,-8.50352
9.04,13.19,1.22,0.574,19.641224,6071.247254879856,385.77768021817604,2.201659174404085,-10.601224000000002
8.19,11.8,0.93,0.515,18.54941,6321.63207100044,344.0806113481001,2.102913897864978,-10.359410000000002
9.07,5.57,1.42,0.556,17.799274,6145.345417921852,316.814154927076,2.2049722641270453,-8.729274
6.95,2.93,0.6,1.62,14.284338,3621.5070533815237,204.042312098244,1.9387416595767009,-7.334338
6.33,11.5,0.79,0.069,16.633488,9338.741462731488,276.672923046144,1.8453002361560848,-10.303488
9.01,5.49,1.7,0.483,17.707863,6467.008184872978,313.568412026769,2.1983350716202463,-8.697863
8.77,1.71,0.88,0.294,14.93498,7500.209880697782,223.05362760039998,2.1713368063840917,-6.16498
6.92,3.65,0.75,0.009,14.731464,10014.343360926072,217.016031583296,1.9344157696295783,-7.811464000000001
8.73,7.81,1.44,0.574,18.193254,6071.247254879856,330.994491108516,2.166765369851511,-9.463254
8.74,0.09,1.22,1.697,8.511212,3519.3986228994827,72.440729708944,2.167910189667444,0.22878799999999977
7.97,2.13,0.69,0.022,14.611898,9858.851179889065,213.507563162404,2.075684492802124,-6.641898
8.38,53.47,1.13,1.078,22.020552,4562.942002990653,484.90471038470395,2.125847914493992,-13.640551999999998
6.62,5.53,0.96,1.075,15.333626,4569.591695652083,235.12008630787602,1.890095369948917,-8.713626000000001
7.83,2.98,0.64,1.528,15.201081,3751.871658328453,231.07286356856102,2.057962510002712,-7.371081
8.7,1.89,1.13,0.088,15.082309,9145.305320048672,227.476044771481,2.163323025660538,-6.382309000000001
5.55,8.46,0.86,0.941,15.1868515,4889.010996113712,230.64045848305224,1.713797927758343,-9.636851499999999
8.28,0.66,0.74,1.337,12.37772,4056.377163397501,153.2079523984,2.1138429683971682,-4.097720000000001
8.27,1.3,1.07,1.38,13.839717,3983.407818476451,191.53776664008902,2.1126345090356,-5.569717000000001
6.17,11.94,1.01,1.11,16.555023,4493.257891951655,274.06878653052894,1.8196988379172965,-10.385022999999999
8.88,5.63,2.03,0.9,17.632542,4996.415833275054,310.90653738176405,2.1838015570040787,-8.752542
9.84,3.15,1.62,1.339,17.331553,4052.921409906206,300.382729391809,2.286455711064162,-7.491553
8.24,9.8,0.64,0.469,18.196129,6532.910886883062,331.099110584641,2.1090003439213802,-9.956128999999999
8.39,8.46,0.91,0.448,18.026852,6634.538697205323,324.9673930299041,2.127040520479115,-9.636852000000001
6.18,9.35,0.5,-0.003,16.034058,10162.813196598341,257.09101594736404,1.8213182714695995,-9.854058000000002
8.77,7.43,0.74,0.43,18.124945,6724.417656800524,328.51363125302504,2.1713368063840917,-9.354945
6.39,8.74,0.89,-0.005,16.097557,10188.03714760263,259.13134136824897,1.8547342683894434,-9.707556999999998
8.75,0.72,1.13,1.336,13.036663,4058.1073480583973,169.95458217556902,2.169053700369523,-4.286663000000001
3.59,5.88,0.77,-0.115,12.436887,11831.395225428469,154.67615825076902,1.2781522025001875,-8.846887
4.66,4.66,0.97,1.629,13.00193,3609.256390523065,169.0501837249,1.5390154481375546,-8.34193
10.32,-4.51,2.63,0.419,18.590881,6780.656605633341,345.62085635616097,2.334083760053417,-8.270881
9.08,4.87,0.81,1.099,17.517645,4516.958061619925,306.86788634602505,2.206074192613202,-8.437645000000002
8.95,10.44,1.12,0.624,19.043503,5875.134233597396,362.65500651100905,2.191653532286764,-10.093503000000002
8.22,6.0,1.14,1.036,17.110756,4657.933048462266,292.777970891536,2.1065702090680887,-8.890755999999998
8.74,2.57,1.78,1.021,15.789665,4692.877012131002,249.313520812225,2.167910189667444,-7.049664999999999
7.78,4.14,0.89,1.047,15.865002,4632.653902636227,251.69828846000402,2.0515563381903004,-8.085002
6.33,5.85,0.72,1.016,15.165779,4704.648193540148,230.00085267684102,1.8453002361560848,-8.835779
7.08,6.0,0.85,-0.031,15.970757,10529.153581692834,255.06507915304903,1.9572739077056285,-8.890757
8.56,0.77,1.23,1.365,12.992455,4008.5492882262834,168.803886927025,2.1471001901536506,-4.432454999999999
5.98,3.38,1.01,-0.116,13.624584,11849.096003714354,185.629289173056,1.7884205679625405,-7.644584
9.06,3.25,0.91,0.834,16.619417,5180.242354300889,276.20502141988896,2.203869120054888,-7.559416999999998
9.16,4.25,1.19,0.42,17.301945,6775.501819033036,299.357300783025,2.214846178686039,-8.141945
6.53,2.24,0.51,-0.109,13.28124,11726.422939068598,176.39133593760002,1.8764069432883397,-6.75124
5.41,38.33,0.81,0.385,18.327694,6961.13760930158,335.90436735763603,1.6882490928583902,-12.917694000000001
10.13,5.6,1.25,0.436,18.870941,6694.165970714352,356.11241422548096,2.315501318260592,-8.740940999999998
8.71,1.16,1.13,0.998,14.0322895,4747.545240656517,196.90514861181023,2.1644717908644115,-5.322289499999998
8.83,3.07,0.97,1.061,16.265692,4600.895299436185,264.572736238864,2.178155014615869,-7.435692000000001
7.73,4.76,0.86,1.138,16.118034,4434.092768557611,259.79102002515606,2.0451088625993306,-8.388034000000001
7.97,3.81,1.28,1.272,15.874624,4172.141326538271,252.00368714137602,2.075684492802124,-7.904624000000001
6.94,47.86,1.15,0.68,20.339863,5670.983533865833,413.710026858769,1.937301774518713,-13.399863
7.03,1.65,0.65,1.634,13.11742,3602.487511338518,172.06670745639997,1.9501867058225735,-6.087419999999999
8.96,5.35,1.29,0.428,17.601768,6734.567563530769,309.822236725824,2.192770226986839,-8.641767999999999
8.38,2.27,1.81,0.2,15.16013,8163.006622936273,229.82954161690003,2.125847914493992,-6.78013
8.48,15.01,2.28,0.577,19.361902,6059.083943683939,374.883249057604,2.1377104498038118,-10.881902
7.82,20.1,1.18,0.661,19.33598,5738.526293577476,373.88012256039997,2.05668455455722,-11.515979999999999
4.89,9.55,0.83,1.425,14.790016,3909.9170467822028,218.744573280256,1.5871923034867805,-9.900016
4.69,7.17,0.81,0.979,13.967596,4793.730685094021,195.093738019216,1.545432582458188,-9.277595999999999
6.91,5.24,0.63,0.786,15.506657,5323.240465922714,240.456411315649,1.9329696377795786,-8.596657
7.64,6.0,0.72,1.44,16.530756,3886.043480299591,273.265893931536,2.033397603178429,-8.890756
7.08,-0.99,0.86,0.533,12.058176,6242.911930373659,145.399608446976,1.9572739077056285,-4.9781759999999995
7.57,4.15,0.89,0.983,15.66024,4783.928742570756,245.2431168576,2.0241930674493576,-8.09024
8.66,3.48,1.44,0.514,16.367897,6326.068295373748,267.908052202609,2.1587147225743437,-7.707896999999999
7.39,2.53,0.57,-0.018,14.405602,10355.461805136052,207.521368982404,2.0001277349601105,-7.015602
8.69,11.65,1.29,0.649,19.02163,5782.080268532745,361.82240785689993,2.162172939277301,-10.331629999999999
9.2,2.33,1.3,0.219,16.03678,8018.817640108998,257.1783127684,2.2192034840549946,-6.836780000000001
8.06,23.24,1.05,0.721,19.891182,5530.867191714458,395.65912135712404,2.086913556518537,-11.831182
8.68,2.76,0.84,1.03,15.884546,4671.844617825824,252.318801626116,2.1610215286722587,-7.204546000000001
7.86,3.18,1.28,1.393,15.372135,3961.882962865052,236.302534458225,2.061786606441115,-7.512135
9.05,21.92,1.1,0.802,20.754204,5274.649745571903,430.73698367361607,2.2027647577118348,-11.704204
5.88,9.55,0.55,1.078,15.780017,4562.942002990653,249.00893652028904,1.7715567619105355,-9.900017000000002
10.27,1.52,1.64,0.53,16.179218,6255.884888072969,261.76709509152397,2.329227023940467,-5.909217999999999
9.13,4.03,0.91,1.302,17.156525,4117.8649572757995,294.34635007562497,2.211565694606877,-8.026524999999998
8.24,5.77,1.15,1.221,17.04588,4267.9310132797245,290.5620249744,2.1090003439213802,-8.80588
8.16,27.26,1.11,0.727,20.33763,5510.979622382693,413.61919401690005,2.0992441689760155,-12.17763
6.99,3.11,0.53,0.879,14.453802,5053.388922654581,208.912392255204,1.944480556245719,-7.463801999999999
9.2,2.22,0.92,1.031,15.931765,4669.519943671124,253.82113601522502,2.2192034840549946,-6.731765000000001
9.72,3.69,1.76,0.5,17.555132,6388.888888888889,308.182659537424,2.2741856184723477,-7.835132
9.1,3.5,1.22,1.03,16.820341,4671.844617825824,282.923871356281,2.2082744135228043,-7.7203409999999995
7.21,4.56,0.87,1.067,15.504825,4587.424349968789,240.399598280625,1.9754689512968577,-8.294825
7.32,8.69,0.84,0.398,17.015099,6890.909742467767,289.513593979801,1.9906103279732201,-9.695098999999999
6.91,6.92,0.96,0.126,16.11053,8783.830661819007,259.5491768809,1.9329696377795786,-9.20053
6.23,6.13,0.57,-0.054,15.167303,10852.985569065408,230.04708029380902,1.8293763327993617,-8.937303
8.8,3.76,0.84,1.085,16.67594,4547.504953040419,278.0869748836,2.174751721484161,-7.87594
7.62,7.38,0.58,0.096,16.960281,9066.486469368112,287.65113159896094,2.030776369698555,-9.340280999999997
7.63,3.39,1.14,1.335,15.280999,4059.8390741657645,233.508930438001,2.0320878452963655,-7.650999
7.74,1.71,0.96,1.589,13.90498,3664.372046424614,193.3484688004,2.046401687601636,-6.16498
8.93,1.01,0.78,-0.029,13.951607,10502.009101758413,194.64733788244897,2.189416394888408,-5.0216069999999995
7.34,3.7,0.58,0.956,15.181009,4850.925823121109,230.463034258081,1.9933388426264242,-7.841009
9.52,7.01,1.7,0.44,18.74859,6674.161523966186,351.5096269881,2.253394848803274,-9.22859
8.12,13.64,0.96,0.548,18.794071,6178.907041144341,353.217104753041,2.0943301541735866,-10.674071
8.66,3.17,0.78,1.095,16.165297,4525.641624238909,261.316827098209,2.1587147225743437,-7.505296999999999
8.0,7.37,0.71,0.298,17.337337,7474.5981116193,300.58325425156903,2.0794415416798357,-9.337337000000002
8.53,2.72,1.07,1.297,15.702845,4126.808320044227,246.579341094025,2.1435893615035875,-7.172845000000001
9.11,1.16,1.61,1.004,14.432289,4733.15479863762,208.29096577952103,2.209372711271867,-5.322289000000001
7.35,3.74,0.82,1.58,15.214358,3677.014628784035,231.47668935216402,1.9947003132247452,-7.864358000000001
7.87,10.99,0.94,0.315,18.07499,7367.846405765911,326.7052635001,2.063058062429312,-10.204989999999999
6.51,12.49,0.67,0.334,16.992813,7252.403769475039,288.75569365296906,1.873339456220478,-10.482813000000002
9.35,-1.72,1.39,-0.05,15.527643,10795.073920682204,241.10769713544897,2.2353763433005955,-6.177643
7.87,2.19,1.17,1.3,14.57222,4121.437437632341,212.3495957284,2.063058062429312,-6.70222
8.49,29.69,1.63,0.926,20.85305,4927.734189897127,434.8496943025,2.138889000323256,-12.36305
4.37,2.14,0.63,-0.164,11.022069,12775.021255741585,121.486005040761,1.4747630091074988,-6.652069
7.34,3.96,0.87,0.006,15.328476,10051.006201144508,234.962176482576,1.9933388426264242,-7.988476
5.53,12.0,0.79,0.012,15.925907,9977.977167534562,253.63451377264903,1.7101878155342434,-10.395907000000001
7.37,3.69,0.77,1.12,15.205132,4471.937939664698,231.196039137424,1.9974177062012453,-7.835132000000001
7.73,1.5,0.66,1.734,13.610456,3472.4229506549386,185.24451252793597,2.0451088625993306,-5.880455999999999
8.29,2.83,1.09,1.183,15.548932,4342.35614016503,241.769286340624,2.1150499691472033,-7.2589320000000015
8.35,2.18,0.89,1.395,15.042283,3958.592946749042,226.27027785208898,2.122261538862764,-6.692283
8.84,0.83,1.26,1.374,13.43539,3993.4248427254224,180.5097044521,2.179286876649552,-4.59539
8.35,4.6,1.2,0.802,16.66379,5274.649745571903,277.68189716409995,2.122261538862764,-8.31379
9.13,2.98,0.74,0.037,16.501081,9685.973620151606,272.285674168561,2.211565694606877,-7.371080999999998
8.25,4.65,0.84,1.236,16.587265,4239.282741568006,275.13736018022496,2.1102132003465894,-8.337264999999999
8.31,3.13,0.79,0.091,15.787723,9115.570822555506,249.25219752472898,2.1174596088673567,-7.477722999999999
7.8,2.53,1.03,1.47,14.815603,3839.195017835037,219.502092253609,2.0541237336955462,-7.015603
9.43,1.56,1.66,1.07,15.395623,4580.719962436781,237.025207558129,2.2438960966453663,-5.965623000000001
8.6,6.63,1.24,0.554,17.70757,6153.69897221909,313.55803530490005,2.151762203259462,-9.10757
9.93,-2.58,1.72,1.018,16.988098,4699.932256245115,288.59547365760403,2.295560478057081,-7.058098000000001
6.94,6.18,0.64,1.118,15.894943,4476.184906565804,252.64921297324898,1.937301774518713,-8.954943
6.41,8.55,0.83,-0.02,16.06983,10381.766605259429,258.2394362289,1.8578592709325787,-9.65983
7.19,4.8,0.97,1.552,15.596207,3716.932700830959,243.241672786849,1.9726911717329554,-8.406206999999998
8.86,6.16,0.75,0.502,17.807903,6379.832130149707,317.12140925740897,2.1815467646169897,-8.947903
6.59,56.76,0.53,0.749,20.360212,5439.345532700263,414.53823268494403,1.8855533485144158,-13.770212
7.15,5.0,0.9,1.2,15.64485,4308.727009145039,244.7613315225,1.9671123567059163,-8.49485
6.53,4.93,0.66,1.388,14.994234,3970.132996582444,224.827053246756,1.8764069432883397,-8.464234000000001
7.67,8.4,0.89,0.171,17.291397,8394.45558299076,298.992410211609,2.0373166153791646,-9.621397
9.91,0.1,1.67,0.26,9.91,7725.929715876616,98.2081,2.2935443483418965,0.0
7.43,3.87,1.01,0.189,15.368555,8249.126265479448,236.19248278802502,2.005525858729668,-7.938555000000001
8.78,1.29,1.02,1.156,14.332949,4396.914042075454,205.433427036601,2.172476407647025,-5.552949
5.74,11.15,0.46,0.769,15.976374,5375.923897382751,255.244526187876,1.747459210331475,-10.236374
5.51,11.21,0.87,1.077,15.758028,4565.15630336834,248.31544644878397,1.706564623164823,-10.248028
7.0,7.96,1.09,0.734,16.504566,5487.969480123687,272.400698848356,1.9459101490553132,-9.504566
8.12,2.31,0.78,1.337,14.93806,4056.377163397501,223.1456365636,2.0943301541735866,-6.818060000000001
7.58,2.67,0.99,0.848,14.712557,5140.057868804598,216.45933347824902,2.0255131996542803,-7.132557
9.58,6.86,0.87,0.587,18.76162,6018.915262428434,351.9983850244,2.259677591982769,-9.18162
7.51,3.63,0.65,0.088,15.309534,9145.305320048672,234.38183129715597,2.0162354657760435,-7.7995339999999995
9.23,8.71,1.52,0.592,18.93009,5999.044763231652,358.34830740809997,2.222459048514761,-9.70009
3.93,22.15,0.61,0.972,15.656868,4810.986555454773,245.13751556942398,1.3686394258811698,-11.726868
6.41,3.95,0.53,1.508,14.392985,3781.513136136629,207.15801721022498,1.8578592709325787,-7.982984999999999
8.78,3.72,1.07,1.071,16.632713,4578.489747573559,276.64714174036897,2.172476407647025,-7.852713
9.98,9.15,1.71,0.897,19.787106,5004.471397141458,391.52956385523606,2.300583090323373,-9.807106000000001
9.98,6.1,1.86,0.651,18.906649,5774.772144722433,357.4613764092011,2.300583090323373,-8.926649000000001
9.35,0.97,1.34,-0.16,14.283859,12691.662939978085,204.02862793188098,2.2353763433005955,-4.933859
7.65,7.67,0.9,0.13,17.073977,8747.60628840386,291.520690596529,2.0347056478384444,-9.423976999999999
5.81,11.18,0.93,1.04,16.05221,4648.70706545726,257.6734458841,1.7595805708638197,-10.24221
7.52,5.62,0.64,0.842,16.268682,5157.198462191696,264.67001401712395,2.017566137961748,-8.748681999999999
9.28,0.92,1.16,1.297,14.098939,4126.808320044227,198.780080925721,2.2278615467981093,-4.818939
8.73,1.52,0.76,1.31,14.639217,4103.639505412454,214.306674373089,2.166765369851511,-5.909217
7.35,3.91,1.24,1.482,15.310884,3820.782924070579,234.423168861456,1.9947003132247452,-7.960884
9.47,6.1,1.56,0.526,18.396648,6273.272881143872,338.43665763590394,2.248128907197987,-8.926647999999998
6.15,24.2,0.51,0.448,18.069077,6634.538697205323,326.491543631929,1.8164520818184267,-11.919077
7.71,0.52,0.71,1.679,11.290016,3542.730697802398,127.46446128025599,2.0425181875752383,-3.5800159999999996
5.78,2.85,0.51,-0.218,13.054224,14034.815607019833,170.412764242176,1.7544036826842861,-7.274223999999999
8.22,10.41,1.22,0.436,18.307255,6694.165970714352,335.15558563502503,2.1065702090680887,-10.087255
5.9,5.96,0.74,-0.031,14.776232,10529.153581692834,218.337032117824,1.7749523509116738,-8.876232
8.96,19.13,1.56,1.0,20.368576,4742.7381778526815,414.87888826777606,2.192770226986839,-11.408576
7.69,4.14,0.86,1.21,15.775002,4289.198896803435,248.85068810000402,2.0399207835175526,-8.085002
9.32,7.11,1.38,0.41,18.579348,6827.435710804812,345.19217210510396,2.2321626286975,-9.259348
8.86,1.21,1.31,1.1,14.273927,4514.792642720805,203.74499200132902,2.1815467646169897,-5.413927000000001
8.26,1.33,1.14,1.544,13.879259,3728.5037052186494,192.63383038908097,2.1114245875328868,-5.619259
7.18,5.71,0.87,1.319,15.963181,4087.7580809564797,254.82314763876101,1.9712993830601329,-8.783181
7.27,2.41,0.78,-0.118,14.180086,11884.676402139527,201.07483896739598,1.9837562915454279,-6.910086
8.44,1.13,0.73,-0.037,13.705392,10611.535949034731,187.837769873664,2.1329823086078656,-5.265392
9.68,14.46,1.03,0.708,20.48084,5574.487308932463,419.4648071056,2.2700619012884857,-10.80084
8.4,7.19,1.29,0.516,17.683643,6317.202555142311,312.711229751449,2.128231705849268,-9.283643
8.45,4.02,0.72,0.073,16.47113,9297.266383221153,271.29812347689995,2.134166441369082,-8.02113
8.16,17.77,0.76,0.484,19.408436,6462.35579104865,376.6873879660959,2.0992441689760155,-11.248435999999998
8.52,2.87,0.7,-0.008,15.80941,10226.136026741657,249.9374445481,2.1424163408412245,-7.28941
5.28,12.6,0.46,1.055,15.781853,4614.449816283336,249.066884113609,1.6639260977181702,-10.501853
8.36,2.58,1.06,0.322,15.418098,7324.8507858355315,237.717745937604,2.1234584270966104,-7.058098000000001
9.16,14.07,0.86,0.655,19.90147,5760.215100621892,396.06850816089997,2.214846178686039,-10.74147
7.22,6.4,0.93,1.06,16.2509,4603.148560514078,264.09175081000006,1.9768549529047348,-9.030900000000003
7.97,3.02,0.74,1.008,15.370035,4723.612187790311,236.23797590122498,2.075684492802124,-7.400035
10.09,7.6,1.6,0.62,19.494068,5890.322012321262,380.01868718862397,2.3115448343655176,-9.404067999999999
6.7,2.79,0.57,-0.093,13.9280205,11456.425385178385,193.98975504842028,1.9021075263969205,-7.2280205
8.67,1.92,1.43,0.483,15.086506,6467.008184872978,227.602663288036,2.1598687907924505,-6.416506
8.25,5.04,1.11,1.348,16.762154,4037.4462617790086,280.96980671971596,2.1102132003465894,-8.512153999999999
8.55,2.49,1.16,0.141,15.530996,8649.669831221829,241.211836752016,2.145931282948669,-6.980995999999999
5.63,12.61,0.68,-0.059,16.133575,10926.360181245915,260.29224228062503,1.728109442151599,-10.503575000000001
7.38,6.0,0.81,1.122,16.270756,4467.699431725338,264.73750081153594,1.998773638612381,-8.890756
7.86,4.23,0.92,0.104,15.991703,8989.157254854083,255.73456484020898,2.061786606441115,-8.131702999999998
8.08,3.29,0.92,1.473,15.665979,3834.5747102460095,245.422898028441,2.089391872533004,-7.585979
8.18,2.9,1.04,0.839,15.491991,5165.8143652637,240.00178514408103,2.1016921506146558,-7.311991000000001
8.55,1.44,1.64,0.136,14.341812,8693.884476113362,205.68757144334398,2.145931282948669,-5.791811999999998
7.2,2.18,0.72,1.34,13.8922825,4051.195836831378,192.99551305980626,1.9740810260220096,-6.6922825
8.4,2.9,0.72,-0.057,15.71199,10896.877544532776,246.8666297601,2.128231705849268,-7.31199
